likesCount;publishedAtDate;stars;text;title
2;2022-07-03T17:24:17.304Z;4;Der beste Kebab in Wien;FERHAT D?NER
0;2022-07-03T12:18:23.510Z;5;;FERHAT D?NER
0;2022-07-03T06:36:38.220Z;5;;FERHAT D?NER
0;2022-07-02T23:14:14.991Z;5;;FERHAT D?NER
0;2022-07-02T21:54:33.153Z;3;Merhaba ferhat bey d?n ilk defa giittim cok sira var  d?ner s?per ama l?tfen calisanlar ve m?steriler icin  ( KILIMA);FERHAT D?NER
4;2022-07-02T21:45:45.526Z;5;Sensationell! D?r?m ausgezeichnet, dieses Lokal ist unbedingt einen Besuch wert. Gerade als wir dort waren hat Hr. B?rgermeister Ludwig das Lokal besucht. Ich habe noch nirgends ein besseres D?r?m gegessen.;FERHAT D?NER
0;2022-07-02T15:58:13.883Z;1;;FERHAT D?NER
1;2022-07-02T12:39:13.704Z;5;Mega lecker;FERHAT D?NER
0;2022-07-02T12:31:22.718Z;5;;FERHAT D?NER
1;2022-07-02T10:58:01.997Z;5;Minden friss,finom ?s nem dr?ga!??????;FERHAT D?NER
0;2022-07-02T06:22:38.610Z;4;Schon sehr gut, der Ferhat-D?ner! Aber daf?r ?ber eine Stunde anstellen??? Da verstehe ich den Hype nicht wirklich.... ????;
;;;;
0;2022-07-01T20:29:35.411Z;5;;FERHAT D?NER
1;2022-07-01T20:23:18.446Z;1;Schmeckt sehr fad das d?r?m;FERHAT D?NER
3;2022-07-01T05:43:52.865Z;5;Ottimo Kebap, come gi? scritto in diverse recensioni la carne ? particolarmente buona. Unica cosa dove si pu? migliorare ? il fatto di non accettare bancomat e carte di credito;FERHAT D?NER
0;2022-06-30T19:53:24.819Z;5;;FERHAT D?NER
2;2022-06-30T19:18:35.090Z;5;?????? ??? ????? ????? ??? ??? ???? ???? ??;FERHAT D?NER
0;2022-06-30T14:30:23.341Z;5;;FERHAT D?NER
2;2022-06-30T10:20:24.990Z;5;Gut Bruder... wirklich Gut.. Warten ist bl?d aber es lohnt sich;FERHAT D?NER
2;2022-06-29T19:00:01.571Z;1;m?ge er noch so gut sein nie im leben stell ich mich an so einer warteschlange das ich warte;FERHAT D?NER
3;2022-06-29T17:12:57.650Z;3;"Ist ok, aber f?r den Preis und den angeblich ""besten"" D?ner in Wien habe ich mehr erwartet.";FERHAT D?NER
0;2022-06-29T12:35:19.744Z;4;;FERHAT D?NER
3;2022-06-29T11:16:01.579Z;5;Unglaublich lecker! ??;FERHAT D?NER
0;2022-06-29T02:27:59.572Z;3;;FERHAT D?NER
0;2022-06-28T22:37:00.976Z;5;;FERHAT D?NER
3;2022-06-28T16:11:36.905Z;5;Einfach der allerbeste D?ner Wiens. Wie ein Steak im Brot - k?stlich.;FERHAT D?NER
0;2022-06-28T16:09:16.807Z;5;;FERHAT D?NER
2;2022-06-28T13:57:16.835Z;5;Ohne lang herum zureden.. Der beste D?ner Europas!;FERHAT D?NER
2;2022-06-28T12:45:49.982Z;5;Im Vergleich zu anderen D?nergesch?ften eher teuer, aber es ist den Preis allemal wert. Das Fleisch ist lecker und das Brot wird vor Ort frisch gemacht. Ich empfehle den D?r?m, das Brot backen sie vor deinen Augen.;FERHAT D?NER
2;2022-06-27T16:28:52.651Z;5;11 Stunden gefahren von Dortmund nach Wien und der D?ner hat dich gelohnt ??;FERHAT D?NER
1;2022-06-27T16:11:22.568Z;4;Viele Menschen;
;;;;
0;2022-06-27T15:04:43.831Z;5;;FERHAT D?NER
3;2022-06-27T12:24:22.768Z;4;D?ner ist mit ABSTAND der beste in Wien. Es zahlt sich wirklich aus auch eine halbe Stunde in der Warteschlange zu stehen.;FERHAT D?NER
0;2022-06-27T08:25:14.837Z;5;;FERHAT D?NER
4;2022-06-27T06:35:19.685Z;5;Der teuerste D?ner meines Lebens ??;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
3;2022-06-27T05:46:41.951Z;3;"Das Essen war dort nicht schlecht, jedoch war das einzig warme im Essen das Fleisch. Beim ,,besten Kebab"" aus Wien hatte ich schon sehr hohe Erwartungen. Habe schon deutlich besseres Kebab gegessen und vor allem weniger daf?r zahlen m?ssen aber ein mal hinschauen kann nicht schaden.";FERHAT D?NER
0;2022-06-27T05:30:36.904Z;5;;FERHAT D?NER
0;2022-06-26T23:39:16.055Z;5;;FERHAT D?NER
2;2022-06-26T23:26:06.359Z;5;Es w?re unfair gegen?ber anderen Restaurants zu behaupten, dass dies der Beste sei. Gibt auch andere Restaurants, welche sich genau so M?he geben und qualitativ die Messlatte hochhalten. Abgesehen davon sind Geschm?cker subjektiv und es kann nicht allen Menschen geschmacklich recht gemacht werden. Ferhat-D?ner geh?rt aber sicher zu den Restaurants, die mit gutem Gewissen und breiter Schulter vorangehen k?nnen. Ein tolles Restaurant mit einem wundervollen Team, das stets bem?ht ist ein tolles Essen zu zubereiten.;FERHAT D?NER
0;2022-06-26T22:46:02.924Z;5;;FERHAT D?NER
2;2022-06-26T15:22:51.188Z;5;Great price and even greater taste.;
;;;;
0;2022-06-26T13:52:45.640Z;5;;FERHAT D?NER
1;2022-06-26T12:42:57.702Z;5;The best D?ner I have eaten in my life;FERHAT D?NER
1;2022-06-25T18:14:26.485Z;5;Worth the queue!;FERHAT D?NER
1;2022-06-25T16:02:35.692Z;5;Legende ??;FERHAT D?NER
0;2022-06-25T15:06:43.315Z;5;;FERHAT D?NER
1;2022-06-25T14:52:04.531Z;3;Went there after seeing too many people's in line but got disappointed after eating there .;
;;;;
;;;;
2;2022-06-25T13:31:10.159Z;5;der beste yaprak Kebab Wiens.;FERHAT D?NER
1;2022-06-25T12:35:21.098Z;5;Sehr guter Kebap und D?ner mit Rindfleisch. Hausgemachtes Sandwich und D?ner.;FERHAT D?NER
0;2022-06-25T12:16:26.487Z;5;;FERHAT D?NER
0;2022-06-25T00:43:34.627Z;4;;FERHAT D?NER
1;2022-06-24T23:11:39.561Z;5;fleisch ist super saftig und gut, schmeckt ?u?erst intensiv die aromen von der holzkohle ??;
;;;;
2;2022-06-24T16:36:42.085Z;5;Sehr lecker. Das Fleisch schmeckt gut, das Brot ist immer frisch vorbereitet.;FERHAT D?NER
0;2022-06-24T13:42:46.892Z;4;Wenn die Qualit?t der Zutaten so wichtig ist, was sehr positiv ist, sollte im Jahr 2022 auch der Verzicht auf Getr?nke in Aludosen UND bis dahin wenigstens deren fachgerechte Entsorgung und M?lltrennung auch ein Anliegen der Betreiber*innen sein. Der gesamte M?ll wird in einem Beh?lter gesammelt!!!!!;
;;;;
;;;;
1;2022-06-24T12:29:38.551Z;5;Qualitativ sehr sehr guter D?ner. Leckeres selbstgebackenes Brot, bestes Rindfleisch und frische Sauce. Hat f?r mich aber nichts mit einem D?ner zu tun, das Fleisch schmeckt zu sehr nach einem guten Steak und hat nicht diesen Gyros/D?ner flavour. War aber sehr sehr lecker.;FERHAT D?NER
0;2022-06-24T11:27:34.105Z;5;;FERHAT D?NER
3;2022-06-23T18:24:26.854Z;2;Wir sind gestern 2 Stunden gefahren um endlich in den Genuss des angeblich Weltbesten D?ners zu kommen. Nat?rlich waren die Erwartungen sehr hoch. Das Personal ist super eingespielt, die Wartezeit war in Ordnung f?r das extrem viel los war, und preislich kann man auch nicht meckern. Jedoch bin ich pers?nlich entt?uscht. Lieblos angerichteter D?ner der mich nicht vom Hocker gerissen hat.  Das Fleisch war leicht labbrig leider nicht knusprig. Das Sandwich schmeckt frisch - mich erinnert der Geschmack an Aufbacksemmeln. Zum Gl?ck sind Geschm?cker verschieden.;FERHAT D?NER
0;2022-06-23T17:20:01.090Z;3;;FERHAT D?NER
1;2022-06-23T13:20:04.245Z;5;ich bin hier nach Lukas video gekommen.;
;;;;
;;;;
54;2022-06-22T20:35:52.035Z;5;Zum D?ner:;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
2;2022-06-22T18:39:32.687Z;5;Sehr lecker. Hab mir ein D?ner mit allem genommen, nichts auszusetzen. W?rde sogar sagen den kann man locker nur mit Brot und Fleisch essen, weil das so gut zusammen passt! Weiter so Ferhat :);FERHAT D?NER
5;2022-06-22T18:18:45.962Z;1;Sehr entt?uscht?.;
;;;;
0;2022-06-22T16:23:44.845Z;5;;FERHAT D?NER
0;2022-06-22T16:11:27.426Z;5;;FERHAT D?NER
0;2022-06-22T11:37:40.770Z;4;;FERHAT D?NER
3;2022-06-22T10:47:50.590Z;5;Kann einige Bewertungen hier nicht ganz nachvollziehen.. Ferhat D?ner wirbt damit, dass der D?ner anders, aber qualitativ besser ist, als in anderen D?nerladen. Wer einen ganz normalen D?ner m?chte, wie man ihn um jede Ecke bekommt, braucht hier nicht herkommen, das ist klar. Dann verstehe ich aber nicht, mit welcher Erwartungshaltung die Leute hier herkommen. Dass der D?ner gleich schmeckt, wie die anderen, aber doch besser??;
;;;;
;;;;
3;2022-06-22T09:38:35.095Z;5;Bardzo dobry kebab z wolowiny;FERHAT D?NER
0;2022-06-22T08:22:17.963Z;5;;FERHAT D?NER
2;2022-06-21T23:19:47.527Z;4;Nicht schlecht aber vollkommen ?berbewertet.;FERHAT D?NER
0;2022-06-21T21:40:50.544Z;3;;FERHAT D?NER
2;2022-06-21T18:25:57.767Z;3;D?ner war in Ordnung, aber f?r den Preis viel zu teuer. Das Fleisch war gute Qualit?t und das Brot war gut, aber nicht weltbewegend. Bedienung war sehr freundlich. Alles in Allem war es durchschnittlich;FERHAT D?NER
2;2022-06-21T17:21:13.127Z;1;Der D?ner ist leider richtig schlecht :(;FERHAT D?NER
2;2022-06-21T16:53:40.585Z;5;Ur lecker ?? und mega schnell;FERHAT D?NER
2;2022-06-21T13:05:12.184Z;5;Probably the best d?ner meat in Vienna currently.;FERHAT D?NER
2;2022-06-21T12:37:17.035Z;5;bester Kebab von Wien;FERHAT D?NER
2;2022-06-21T11:28:27.562Z;5;So geil hawi;FERHAT D?NER
0;2022-06-21T07:32:46.602Z;5;;FERHAT D?NER
2;2022-06-20T19:27:39.312Z;5;Angeblich der beste D?ner der Welt, wenn man den ganzen YouTube-Videos glaubt. Davon wollten wir uns selbst ?berzeugen und haben uns bei unserem letzten Wienbesuch gleich mal 2 D?r?m geholt. Die Schlange vor dem Laden war erfreulich kurz und nach 10 Minuten waren wir auch schon dran. Bezahlt haben wir f?r 2 D?r?ms mit 180 Gramm Fleisch und ein Getr?nk dann etwas ?ber 20 ?. Bei dem offensichtlich riesigen Durchlauf gleicht das Ganze nat?rlich einer Massenabfertigung. 7 Mitarbeiter haben hinter der Theke ger?delt wie irre. Mir haben die beiden Jungs leid getan, die die ganze Zeit das D?nerfleisch runter schneiden mussten - kein easy Job direkt am Grill. Die D?r?ms selbst waren gut - frisch gemachter Fladen, gute Fleischqualit?t und knackiges Gem?se. Ob es der beste D?ner/D?r?m der Welt ist, bleibt jedem selbst ?berlassen. Uns hat es gut geschmeckt - man merkt die gute Qualit?t - aber unser Stammd?r?m zu Hause schmeckt uns dann doch noch einen Ticken besser. Ist halt, wie immer, Geschmackssache.;FERHAT D?NER
1;2022-06-20T18:44:37.925Z;4;Sehr guter D?ner.;
;;;;
;;;;
4;2022-06-20T17:05:26.266Z;1;?ok yava?lar. Bir d?ner i?in 1 saat beklemekk????????;FERHAT D?NER
0;2022-06-20T13:23:43.830Z;4;;FERHAT D?NER
2;2022-06-20T12:50:20.378Z;5;This is one of the best D?ner places in Wien;FERHAT D?NER
0;2022-06-19T23:43:14.860Z;5;;FERHAT D?NER
0;2022-06-19T15:55:23.970Z;5;Nicht ganz preiswert aber sehr gut! Habe noch nie so gro?e Spie?e gesehen, fute Qualit?t!;FERHAT D?NER
2;2022-06-19T15:08:22.360Z;5;Der Beste D?ner aus Wien;
;;;;
;;;;
;;;;
;;;;
4;2022-06-19T09:15:58.619Z;2;Ich denke der D?nerstand ist einem TikTok oder sonstigen Social-Media Hype zum Opfer gefallen. Der Stand war vielleicht mal gut aber durch die Massenabfertigung kann kaum eine dem Preis angemessene Qualit?t geliefert werden. Ich erhielt nach 30 min?tigem Anstellen an der langen Schlange einen lauwarmen, an Geschmack eher unterdurchschnittlichen D?r?m der nichtmal ordentlich gewickelt war und bereits unten raus tropfte. F?r fast 8.90 ? f?r einen 180 g D?r?m erwarte ich mir da Top-Qualit?t und Top-Service was Ferhat leider nicht abliefern konnte. Einen Sitzplatz vor dem Stand zu bekommen ist nahezu unm?glich - es sei denn man m?chte den lauwarmen D?r?m oder D?ner kalt essen.;FERHAT D?NER
0;2022-06-19T08:46:23.530Z;3;Preislich etwas ?bertrieben, Geschmack war ok! Noch einmal w?rde ich nicht 30 min auf einen D?ner dort warten;FERHAT D?NER
0;2022-06-19T07:16:00.619Z;5;;FERHAT D?NER
1;2022-06-18T22:28:34.041Z;5;De los mejores d?rums que he comido en mi vida, la carne fant?stica;FERHAT D?NER
0;2022-06-18T18:41:30.974Z;3;;FERHAT D?NER
0;2022-06-18T17:42:38.535Z;5;;FERHAT D?NER
0;2022-06-18T15:42:45.500Z;5;;FERHAT D?NER
0;2022-06-18T15:13:37.590Z;5;;FERHAT D?NER
0;2022-06-18T14:55:02.859Z;1;;FERHAT D?NER
0;2022-06-18T12:11:28.478Z;4;;FERHAT D?NER
0;2022-06-17T17:19:24.454Z;3;Ferhat, ich sch?tze dich sehr daf?r, dass du darauf achtest gute Qualit?t deinen Kunden zu bringen. Ich bin durch Lukas und vielen anderen YouTubern auf dich aufmerksam geworden. Habe mich wirklich schon sehnlichst darauf gefreut den D?ner zu probieren, extra noch D?ner und D?r?m bestellt, um beide Eindr?cke zu bekommen. Der Hype hat mich leider erwischt, ich finde der Geschmack ist im Internet viel zu ?berzogen dargestellt, meine Erwartungen waren hoch und wurden leider entt?uscht. Schmecken tut er, aber der beste in meinem Leben war er leider nicht. Schade! Mein D?nermann aus meiner Kinderheit hat aufgeh?rt und ich suche sehnlichst nach jemanden wo ich dieses Kindheitsgef?hl und diesen Geschmack wieder sp?ren kann. Ich begebe mich weiter auf der Suche.;FERHAT D?NER
1;2022-06-17T16:14:45.342Z;5;Avusturya'da K?zde D?ner'in hakk?n? ger?ekten veriyor.;
;;;;
;;;;
0;2022-06-17T15:47:31.692Z;5;;FERHAT D?NER
3;2022-06-17T14:45:38.209Z;5;D?ner ger?ekten on numara kesinlikle yemeniz laz?m. Yedigim en iyi d?nerdi. Abdullah abi var sa? olsun T?rkiyeden ??renci olarak geldi?imizi dedik baya sohbet etti bizle ?ay ikram etti. En b?y?k o mu bilmiyorum ama ?ok b?y?k...;FERHAT D?NER
2;2022-06-17T13:50:43.164Z;5;Super Essen, danke alle die dort arbeiten!;FERHAT D?NER
2;2022-06-17T12:24:15.572Z;5;Das war der beste D?ner den ich in ?sterreich gegessen habe.;FERHAT D?NER
2;2022-06-17T10:51:16.974Z;5;Sehr lecker;FERHAT D?NER
0;2022-06-17T10:32:45.954Z;3;;FERHAT D?NER
3;2022-06-17T09:50:23.121Z;5;Z?hlt mit anadolu und Diwan zu den besten Kebaps ????;FERHAT D?NER
1;2022-06-17T07:20:20.626Z;3;Ich und meine Frau wollten sich einmal von dem gehypten D?ner ?berzeugen lassen und ja ?;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
0;2022-06-16T11:22:57.341Z;2;He starts to reduce the quantity ( meat,salad..) ..than the time of starting ...it's a petty!;FERHAT D?NER
0;2022-06-15T23:02:16.598Z;3;;FERHAT D?NER
0;2022-06-15T22:28:25.745Z;5;;FERHAT D?NER
0;2022-06-15T19:40:23.393Z;5;;FERHAT D?NER
0;2022-06-15T13:11:05.395Z;5;;FERHAT D?NER
2;2022-06-15T10:49:22.081Z;5;Episch! Holle21614 hatte Recht. Das 180g Sandwich hat richtig viel saftiges, wohlschmeckendes Fleisch, eine richtig frische Sauce und perfekt passendes Brot. Pflichtbesuch wenn man in Wien ist und D?ner mag.;FERHAT D?NER
2;2022-06-15T08:42:35.441Z;5;Sehr lecker!;FERHAT D?NER
0;2022-06-14T23:01:55.281Z;4;;FERHAT D?NER
2;2022-06-14T18:30:36.407Z;5;Super sympathisches Team;FERHAT D?NER
2;2022-06-14T16:03:24.298Z;5;?????? ???????? ????? ???? ???;FERHAT D?NER
2;2022-06-14T11:56:49.637Z;4;Das Fleisch ist f?r einen D?ner herausragend. Der Rest ist eher durchschnittlich. Preis und Gr??e zumindest beim kleinen D?ner ok.;FERHAT D?NER
1;2022-06-14T07:43:48.377Z;3;teuer aber gut. mehr aber auch nicht, finde ich.;
;;;;
3;2022-06-13T23:16:42.823Z;5;suana kadar malesef sadece bi kac kere gittim ve hepsinden memnun ayrildim yakinda otursam herg?n, cok sira beklemeyecegimi bilsem haftada bir kesin giderdim... evet bi sira var c?nk? gelen 4-5tane alip gidiyor, orda millet haril haril calisiyor ama e et anca bi s?rede pisiyor malesef bekleme s?resi dogal. sadece eti degil ekmegi, lavasi falan ayri bi g?zel. viyanada sadece belirli yerlerde d?ner yerim ve en lezzetlisi kesinlikle burasi. emeginize saglik;FERHAT D?NER
0;2022-06-13T20:01:02.986Z;2;;FERHAT D?NER
0;2022-06-13T19:11:39.569Z;5;;FERHAT D?NER
2;2022-06-13T17:59:40.441Z;5;Super D?ner.;FERHAT D?NER
1;2022-06-13T14:35:01.585Z;4;Really noice! Just the queue ??;FERHAT D?NER
2;2022-06-12T21:48:33.832Z;1;lohnt sich nicht;FERHAT D?NER
5;2022-06-12T21:46:54.549Z;5;Sehr leckeres und feines Yaprak Fleisch das nicht zu stark gew?rzt wurde sodass man den Eigengeschmack des Fleisches schmecken konnte. Das Brot war auch lecker und knusprig. Das Gem?se war frisch und knackig. F?r dieses selbstgemachte Brot f?r das super leckere Fleisch ist der Preis mehr als gerechtfertigt. F?r mich war es auf jeden Fall der leckerste D?ner aus Wien und aus ?sterreich. Den als besten D?ner der Welt zu bezeichnen ist etwas kritisch, aber er spielt auf jeden Fall oben mit!;FERHAT D?NER
2;2022-06-12T20:59:55.426Z;5;Brot frisch,Fleisch schmeckt sehr gut, Salate frisch;FERHAT D?NER
19;2022-06-12T17:35:08.878Z;1;Ich sehe diesen Laden sehr oft in ?ffentlichen Netzwerken und so weiter, viele sagen es w?re der beste und ich musste es einfach probieren. Als ich jetzt in Wien war, stand ich in einer langen Schlange was eigentlich auf einen sehr guten D?ner hinweisen h?tte sollen. Als ich die Preise sah dachte ich, dass der extrem gut sein soll, den er kostet locker das Doppelte oder dreifache wie bei anderen L?den. Als ich ihn probiert habe, habe ich zuerst gar nichts geschmeckt.. es ist sehr mild bis gar nicht gew?rzt, geschmacklich schmeckt er einfach nach nichts, leider. Weder die Sauce noch das Fleisch hatte einen herausragenden Geschmack, was diesen extremen Preis f?r mich gerechtfertigt h?tte. Nur das frischgebackene D?nerbrot war wirklich der Hammer, wie von einer B?ckerei! Falls ich noch mal hingehe werde ich nur das Gep?ck selbst kaufen aber keinen D?ner mehr f?r fast zehn Euro? wenn ich den vergleichen w?rde mit Ali mit Alles in Seiersberg, kann sich der Wiener weit weg verstecken! Geschmacklich sowie auch preislich! Leider herbe Entt?uschung aber so ist das wenn man dem Trend nachgeht mit den ganzen tiktok videos und viele Leute viel Werbung drum herum machen aber dann so etwas rauskommt. Schade :(;FERHAT D?NER
0;2022-06-12T15:41:51.638Z;5;;FERHAT D?NER
4;2022-06-12T12:51:26.368Z;2;Wir waren um 12:39 Uhr vor Ort und es gab eine recht lange Schlange. Noch erstmal kein Problem.;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
0;2022-06-11T22:39:54.268Z;5;;FERHAT D?NER
1;2022-06-11T17:19:58.866Z;4;D?ner war Stabil wie meine Seiten;FERHAT D?NER
1;2022-06-11T11:57:18.739Z;5;Lezzetli;FERHAT D?NER
0;2022-06-11T10:54:06.075Z;3;der d?ner ist gut aber das rumgefilme nervt.;FERHAT D?NER
0;2022-06-10T18:03:26.796Z;5;;FERHAT D?NER
2;2022-06-10T16:37:58.794Z;5;Mashala er ist einfach anders. Weltbester der D?ner.;FERHAT D?NER
1;2022-06-10T15:29:00.273Z;5;Mega D?ner, lohnt sich auf jeden Fall.;FERHAT D?NER
2;2022-06-10T12:28:49.702Z;5;Alles perfekt  bester d?ner in ?sterreich;FERHAT D?NER
0;2022-06-10T12:02:27.062Z;3;Buono ma non buonissimo,  niente di speciale.;FERHAT D?NER
0;2022-06-10T11:16:17.222Z;5;;FERHAT D?NER
1;2022-06-10T09:53:17.839Z;5;Mit Abstand bester D?ner in Wien.;
;;;;
2;2022-06-09T18:29:18.944Z;5;Sehr lecker,  anders als in Deutschland. Keine Hackmasse, sondern reines Rinderfleisch. Leicht ?lig aber ein Genu?.;FERHAT D?NER
0;2022-06-09T10:54:23.138Z;5;;FERHAT D?NER
4;2022-06-09T09:48:33.557Z;1;In 2022 and there is no option to pay with credit card? It?s a joke.;FERHAT D?NER
0;2022-06-09T06:45:50.077Z;5;;FERHAT D?NER
0;2022-06-08T19:04:20.856Z;5;;FERHAT D?NER
1;2022-06-08T18:32:27.157Z;3;It was not good as hyped.;
;;;;
0;2022-06-08T16:25:22.603Z;5;Bester D?ner der Stadt ??????;FERHAT D?NER
2;2022-06-08T16:21:55.575Z;5;Hannoverden D?neri denemeye Geldik ve kesinlikle deydi;
;;;;
0;2022-06-08T15:44:58.844Z;5;;FERHAT D?NER
0;2022-06-08T15:02:26.902Z;3;Das beste Kebab ist es nicht und Schlange stehen zahlt sich nicht aus;FERHAT D?NER
2;2022-06-07T22:13:27.329Z;4;Exzellentes Fleisch und Sauce auch gut. Brot nicht ganz mein Fall, aber Geschmacksache. Die 30 min Wartezeit haben sich aber bezahlt gemacht. Man wurde gut satt.;FERHAT D?NER
1;2022-06-07T21:25:41.685Z;5;Wirklich gut.;FERHAT D?NER
2;2022-06-07T20:14:29.051Z;5;War sehr lecker ?? anders wie normal! Aber lecker ??;FERHAT D?NER
0;2022-06-07T17:54:46.801Z;5;;FERHAT D?NER
1;2022-06-07T16:30:33.860Z;5;Sehr schmackhafter D?ner;FERHAT D?NER
0;2022-06-07T13:19:08.879Z;1;;FERHAT D?NER
0;2022-06-07T08:06:27.645Z;2;h?tte mir mehr erwartet aber ich fand es einfach normal ich wollte es mal probieren weil so viele menschen davor schlange gestanden sind nachdem ich es probiert habe war der erste gedanke ent?uschend weil es nix besonders ist. sorry ??;FERHAT D?NER
1;2022-06-06T22:31:49.733Z;5;Alles war gut Brot war gut Fleisch war richtig gut obwohl eigentlich nicht so viel Fleisch mag aber das einzige schlechte war 10 Minuten Wartezeit wegen der Schlange aber das warten lohnt sich kann ich nur weiter empfehlen;FERHAT D?NER
2;2022-06-06T20:06:03.657Z;3;Just ok.Be ready to stay in the kew 30 mins.;FERHAT D?NER
3;2022-06-06T17:57:02.532Z;4;Sehr gut, aber das Warten meiner Meinung nach nicht wert!;
;;;;
;;;;
0;2022-06-06T16:52:43.743Z;3;Meine Jungs fanden es geschmacklich super. Ich fand das Preis Leistungsverh?ltnis hat nicht gestimmt.  Aber wir waren im Urlaub,  da dr?ckt man mal ein Auge zu.;FERHAT D?NER
1;2022-06-06T12:36:43.187Z;5;Try not to go during peak hours due to the queue but the food is amazing!!;FERHAT D?NER
2;2022-06-06T09:30:15.755Z;4;Der beste D?ner den ich je gegessen habe, bin auch sehr oft bei euch :D leider nur 4 Sterne weil ich letzte Woche einen D?ner gegessen habe wo die So?e einfach nur Joghurt war und der Salat hat sich auch ge?ndert, bitte macht wieder die richtige So?e und verwendet wieder die Salat Herzen.;
;;;;
2;2022-06-06T08:14:46.518Z;5;Es ist zu empfehlen dort hinzugehen man wird freundlich empfangen. Das Gesamtbild ist beeindruckend und der D?ner ist ein wahrer Genuss den man nirgendwo anders zuvor von einem D?ner gehabt hat.;FERHAT D?NER
0;2022-06-05T21:22:32.573Z;5;;FERHAT D?NER
0;2022-06-05T18:51:35.828Z;5;;FERHAT D?NER
0;2022-06-05T11:01:33.912Z;3;;FERHAT D?NER
0;2022-06-05T10:43:04.288Z;4;;FERHAT D?NER
0;2022-06-04T19:54:26.483Z;4;;FERHAT D?NER
4;2022-06-04T19:20:18.038Z;1;Heute extra eine halbe Stunde angestanden f?r einen D?ner, aber dann wurde einfach die halbe Warteschlange hungrig ohne Essen nach Hause geschickt ?? das lange Warten war reine Zeitverschwendung. Nie wieder...;FERHAT D?NER
9;2022-06-04T19:19:45.864Z;1;Wir kamen um ca. 20:25 Uhr zum Ferhat D?ner (extra 30 min. Fahrt mit der U-Bahn) und sahen bereits eine lange Warteschlange vor dem Gesch?ft. Wir waren und unsicher, ob wir anstehen sollten, doch die Einheimischen meinten, sie w?rden JEDEN Kunden bedienen ? leider Fehlanzeige. 5 Minuten vor offiziellem Schlie?en kam ein Mitarbeiter, z?hlte die Leute durch und 3-4 Leute vor uns wurde mitgeteilt, dass die Br?tchen ausgegangen sind und sie auch sonst leider keinerlei Gerichte mehr zubereiten.;
;;;;
;;;;
2;2022-06-04T17:32:28.695Z;5;Lecker Lecker ??;FERHAT D?NER
0;2022-06-04T12:59:50.570Z;5;;FERHAT D?NER
0;2022-06-04T11:30:36.664Z;5;;FERHAT D?NER
3;2022-06-04T08:15:12.139Z;4;Leckerer D?ner Kebab (oder wie es hier hei?t D?ner Sandwhich) keine Frage.;
;;;;
;;;;
0;2022-06-04T03:58:50.404Z;4;;FERHAT D?NER
0;2022-06-03T22:47:39.375Z;5;;FERHAT D?NER
0;2022-06-03T21:14:16.990Z;4;Kebab Top! Sehr lange Wartezeit!;FERHAT D?NER
0;2022-06-03T19:51:57.403Z;5;;FERHAT D?NER
1;2022-06-03T15:28:02.382Z;5;Sehr gutes Fleisch und Sandwich/D?r?m. Aber gesamt gesehen gibt es wenige bessere D?ner, bei denen das Gr?nzeug/Sauce besser schmeckt. Aber dennoch in den Top 3 Wiens, IMHO.;FERHAT D?NER
0;2022-06-02T20:08:38.769Z;3;Sehr gut aber leider auch sehr teuer.;FERHAT D?NER
0;2022-06-02T17:01:30.121Z;4;Meiner pers?nlichen Meinung nach eindeutig overhyped. Argumente, wie das Brot wird t?glich selbst gemacht, rechtfertigen meiner Meinung nach auf keinen Fall den Preis. Weil das Personal allerdings sehr nett ist und der D?ner ganz OK ist, gebe ich vier Sterne. Ohne das Personal zu ber?cksichtigen, w?rde ich 3 Sterne f?r den D?ner geben.;
;;;;
;;;;
0;2022-06-02T09:57:59.466Z;3;;FERHAT D?NER
0;2022-06-02T07:17:03.963Z;4;Ganz gut, leider ewig lange Warteschlange.;FERHAT D?NER
3;2022-06-01T21:37:11.584Z;5;Ein super D?ner durch und durch, Fleisch schmeckt einzigartig. Ohne Sauce fast ein wenig trocken, geschmacklich dennoch eine 1+.;
;;;;
5;2022-06-01T19:05:27.627Z;1;War am Wochenende dort um ca 19 Uhr nach 30 minuten wartezeit kam ein Mitarbeiter und sagte es gibt kein D?ner bzw Fleisch mehr wir sollen gehen und noch dazu bin ich Schwanger und hatte einfach Lust auf diesen D?ner wenn ich davor schon weiss dass kein Fleisch mehr vorhanden ist w?rde ich mich ja erst garnicht die Zeit nehmen als Schwangere und dort 30-60 min warten. Fand es echt schade und solange sich mit dieser Wartezeit nichts ?ndert werde ich mir die Zeit auch nicht nehmen und nochmal vorbei kommen !!;FERHAT D?NER
0;2022-06-01T13:02:18.595Z;1;;FERHAT D?NER
